,Company,line_key,header_key,JRNENTRY,trxdate,ACTNUMBR_1,ACTNUMBR_2,ACTNUMBR_3,ACTNUMBR_4,ACTNUMBR_5,REFRENCE,DSCRIPTN,CRDTAMNT,DEBITAMT,ORCRDAMT,ORDBTAMT,CURNCYID,CC_CODE_LEGACY,FULLGL,gp_rec_id,FUNLCURR,gp_trip_code,gp_service_id,Header Key*,Add Only,Create Journal with Errors,Accounting Journal,Auto Complete,Comment,Worker,Accounting Journal ID,Submit,Disable Optional Worktag Balancing,Locked in Workday,Round Ledger Amounts,Journal Number,Company*,Currency*,Ledger Type*,Book Code,Accounting Date*,Journal Source*,Balancing Worktag,Optional Balancing Worktags+,External Supplier Invoice Source,Record Quantity,Journal Entry Memo,External Reference ID,Document Link,Adjustment Journal,Include Tax Lines,Create Reversal,Reversal Date,Control Total Amount,Currency Rate Type,Display Account Set,Row ID*,Content Type,Filename,Encoding,Compressed,File Content,Companies Without Access+,Skip,Discard On Exit Validation Error,File Name*,Event Attachment Description,Event Attachment Category,File,Legacy Ledger Account,Workday Ledger Account SC,Legacy ID_x,Legacy ID_y,Legacy Description_x,CC_Code,Legacy ID_x.1,Legacy Description_y,RevenueCategory,Legacy ID_y.1,Legacy Description - Legacy Name: Reporting Office_x,operational_territory_oh,Legacy Description - Legacy Name: Reporting Office_y,operational_territory_rev_cog,Legacy ID,Legacy Description,Posting Type,Account Category Number,Gross margin category,Workday ID Ledger Account,bookingno,trip_code,parent_trip_code,reporting_office_name,revenue_fraction,revenue_stream,travel_style,id,billing_group_name,agent,associated_agent,online,agent_code,sub_territory,service_id,filter
262267,Barbados,6,23678855,23902488,2021-08-31,20,425,20,900,47000,1614747,GPAzAVCWT211108-O2             ,59.14,0,42.82,0,GBP            ,20-900,20-425-20-900-47000,91698677,USD            ,GPAzAVCWT211108-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262268,Barbados,7,23678855,23902488,2021-08-31,20,425,20,900,47000,1614747,GPAzAVHAN211030-O2             ,3.37,0,2.44,0,GBP            ,20-900,20-425-20-900-47000,91698678,USD            ,GPAzAVHAN211030-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262269,Barbados,8,23678855,23902488,2021-08-31,20,425,20,900,47000,1614747,GPAzAVCHT211031-O2             ,71.92,0,52.07,0,GBP            ,20-900,20-425-20-900-47000,91698679,USD            ,GPAzAVCHT211031-O2,0,23678855,Y,,,Y,,,,Y,,,,Legacy_23902488,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614747,,,,,,,,,,,,,,,1
262270,Barbados,1,23678856,23902489,2021-08-31,20,300,20,900,44000,1614983,GPXzXVUHSX211221-O1            ,0,117.91,0,117.91,USD            ,20-900,20-300-20-900-44000,91698680,USD            ,GPXzXVUHSX211221-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262271,Barbados,2,23678856,23902489,2021-08-31,20,300,20,900,44000,1614983,GPXXLQCSX211222-O1             ,0,7071.79,0,7071.79,USD            ,20-900,20-300-20-900-44000,91698681,USD            ,GPXXLQCSX211222-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,Ship Revenue,RC_Ship_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262272,Barbados,3,23678856,23902489,2021-08-31,20,300,20,900,47000,1614983,GPXzXVUHSX211221-O1            ,117.91,0,117.91,0,USD            ,20-900,20-300-20-900-47000,91698682,USD            ,GPXzXVUHSX211221-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262273,Barbados,4,23678856,23902489,2021-08-31,20,300,20,900,47000,1614983,GPXXLQCSX211222-O1             ,7071.79,0,7071.79,0,USD            ,20-900,20-300-20-900-47000,91698683,USD            ,GPXXLQCSX211222-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262274,Barbados,5,23678856,23902489,2021-08-31,20,300,20,900,47000,1614983,GPXXLQCSX211222-O1             ,0,7071.79,0,7071.79,USD            ,20-900,20-300-20-900-47000,91698684,USD            ,GPXXLQCSX211222-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262275,Barbados,6,23678856,23902489,2021-08-31,20,300,20,900,47000,1614983,GPXzXVUHSX211221-O1            ,0,117.91,0,117.91,USD            ,20-900,20-300-20-900-47000,91698685,USD            ,GPXzXVUHSX211221-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262284,Barbados,15,23678856,23902489,2021-08-31,20,300,20,900,44001,1614983,GPXXLQCSX211222-O1             ,7071.79,0,7071.79,0,USD            ,20-900,20-300-20-900-44001,91698694,USD            ,GPXXLQCSX211222-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262285,Barbados,16,23678856,23902489,2021-08-31,20,300,20,900,44001,1614983,GPXzXVUHSX211221-O1            ,117.91,0,117.91,0,USD            ,20-900,20-300-20-900-44001,91698695,USD            ,GPXzXVUHSX211221-O1,0,23678856,Y,,,Y,,,,Y,,,,Legacy_23902489,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1614983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1614983,,,,,,,,,,,,,,,1
262286,Barbados,1,23678857,23902490,2021-08-31,20,425,20,900,47000,1615218,GAPSEV06DB211109-O1            ,0,844.19,0,611.19,GBP            ,20-900,20-425-20-900-47000,91698696,USD            ,GAPSEV06DB211109-O1,0,23678857,Y,,,Y,,,,Y,,,,Legacy_23902490,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
262287,Barbados,2,23678857,23902490,2021-08-31,20,425,20,900,47000,1615218,GAPzSEDGI211114-O1             ,0,103.95,0,75.26,GBP            ,20-900,20-425-20-900-47000,91698697,USD            ,GAPzSEDGI211114-O1,0,23678857,Y,,,Y,,,,Y,,,,Legacy_23902490,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
262288,Barbados,3,23678857,23902490,2021-08-31,20,425,20,900,47000,1615218,GAPzSEDGO211108-O1             ,0,103.95,0,75.26,GBP            ,20-900,20-425-20-900-47000,91698698,USD            ,GAPzSEDGO211108-O1,0,23678857,Y,,,Y,,,,Y,,,,Legacy_23902490,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
262292,Barbados,7,23678857,23902490,2021-08-31,20,425,20,900,43701,1615218,GAPSEV06DB211109-O1            ,844.19,0,611.19,0,GBP            ,20-900,20-425-20-900-43701,91698702,USD            ,GAPSEV06DB211109-O1,0,23678857,Y,,,Y,,,,Y,,,,Legacy_23902490,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
262293,Barbados,8,23678857,23902490,2021-08-31,20,425,20,900,43701,1615218,GAPzSEDGO211108-O1             ,103.95,0,75.26,0,GBP            ,20-900,20-425-20-900-43701,91698703,USD            ,GAPzSEDGO211108-O1,0,23678857,Y,,,Y,,,,Y,,,,Legacy_23902490,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
262294,Barbados,9,23678857,23902490,2021-08-31,20,425,20,900,43701,1615218,GAPzSEDGI211114-O1             ,103.95,0,75.26,0,GBP            ,20-900,20-425-20-900-43701,91698704,USD            ,GAPzSEDGI211114-O1,0,23678857,Y,,,Y,,,,Y,,,,Legacy_23902490,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1615218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43701,Galapagos Discount,RC_Galapagos_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1615218,,,,,,,,,,,,,,,1
262302,Barbados,1,23678859,23902492,2021-08-31,20,425,20,100,40000,1616619,GPAANNA210912-O1               ,0,276.25,0,200,GBP            ,20-100,20-425-20-100-40000,91698712,USD            ,GPAANNA210912-O1,0,23678859,Y,,,Y,,,,Y,,,,Legacy_23902492,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1616619,,,,,,,,,,,,,,,1
262303,Barbados,2,23678859,23902492,2021-08-31,20,425,20,300,40001,1616619,GPAANNA210912-O1               ,276.25,0,200,0,GBP            ,20-300,20-425-20-300-40001,91698713,USD            ,GPAANNA210912-O1,0,23678859,Y,,,Y,,,,Y,,,,Legacy_23902492,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1616619,,,,,,,,,,,,,,,1
262304,Barbados,3,23678859,23902492,2021-08-31,20,425,20,900,47000,1616619,GPAANNA210912-O1               ,276.25,0,200,0,GBP            ,20-900,20-425-20-900-47000,91698714,USD            ,GPAANNA210912-O1,0,23678859,Y,,,Y,,,,Y,,,,Legacy_23902492,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1616619,,,,,,,,,,,,,,,1
262305,Barbados,4,23678859,23902492,2021-08-31,20,425,20,900,47000,1616619,GPAANNA210912-O1               ,0,276.25,0,200,GBP            ,20-900,20-425-20-900-47000,91698715,USD            ,GPAANNA210912-O1,0,23678859,Y,,,Y,,,,Y,,,,Legacy_23902492,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1616619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1616619,,,,,,,,,,,,,,,1
262306,Barbados,1,23678860,23902493,2021-08-31,20,100,20,900,47000,1621375,GPAASVM211114-O1               ,0,259.96,0,350,AUD            ,20-900,20-100-20-900-47000,91698716,USD            ,GPAASVM211114-O1,0,23678860,Y,,,Y,,,,Y,,,,Legacy_23902493,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1621375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1621375,,,,,,,,,,,,,,,1
262307,Barbados,2,23678860,23902493,2021-08-31,20,100,20,900,47000,1621375,GPAASVM211114-O1               ,259.96,0,350,0,AUD            ,20-900,20-100-20-900-47000,91698717,USD            ,GPAASVM211114-O1,0,23678860,Y,,,Y,,,,Y,,,,Legacy_23902493,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1621375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1621375,,,,,,,,,,,,,,,1
262308,Barbados,3,23678860,23902493,2021-08-31,20,100,20,900,43800,1621375,GPAASVM211114-O1               ,0,259.96,0,350,AUD            ,20-900,20-100-20-900-43800,91698718,USD            ,GPAASVM211114-O1,0,23678860,Y,,,Y,,,,Y,,,,Legacy_23902493,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1621375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43800,Sailing Revenue,RC_Sailing_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1621375,,,,,,,,,,,,,,,1
262309,Barbados,4,23678860,23902493,2021-08-31,20,100,20,900,43801,1621375,GPAASVM211114-O1               ,259.96,0,350,0,AUD            ,20-900,20-100-20-900-43801,91698719,USD            ,GPAASVM211114-O1,0,23678860,Y,,,Y,,,,Y,,,,Legacy_23902493,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1621375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43801,Sailing Discount,RC_Sailing_Discount,900,Basecamp,OT_Basecamp,,,,,,,,,1621375,,,,,,,,,,,,,,,1
262318,Barbados,1,23678862,23902495,2021-08-31,20,100,20,100,40000,1624011,GPAzAHDCF211217-O1             ,0,30.76,0,41.41,AUD            ,20-100,20-100-20-100-40000,91698724,USD            ,GPAzAHDCF211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262319,Barbados,2,23678862,23902495,2021-08-31,20,100,20,100,40000,1624011,GPAAHEH211203-O1               ,0,114.62,0,154.32,AUD            ,20-100,20-100-20-100-40000,91698725,USD            ,GPAAHEH211203-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262320,Barbados,3,23678862,23902495,2021-08-31,20,100,20,100,40000,1624011,GPAAHBS211217-O1               ,0,114.62,0,154.32,AUD            ,20-100,20-100-20-100-40000,91698726,USD            ,GPAAHBS211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262321,Barbados,4,23678862,23902495,2021-08-31,20,100,20,300,40001,1624011,GPAzAHDCF211217-O1             ,30.76,0,41.41,0,AUD            ,20-300,20-100-20-300-40001,91698727,USD            ,GPAzAHDCF211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262322,Barbados,5,23678862,23902495,2021-08-31,20,100,20,300,40001,1624011,GPAAHBS211217-O1               ,114.62,0,154.32,0,AUD            ,20-300,20-100-20-300-40001,91698728,USD            ,GPAAHBS211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262323,Barbados,6,23678862,23902495,2021-08-31,20,100,20,300,40001,1624011,GPAAHEH211203-O1               ,114.62,0,154.32,0,AUD            ,20-300,20-100-20-300-40001,91698729,USD            ,GPAAHEH211203-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262324,Barbados,7,23678862,23902495,2021-08-31,20,100,20,900,47000,1624011,GPAzAHDCF211217-O1             ,30.76,0,41.41,0,AUD            ,20-900,20-100-20-900-47000,91698730,USD            ,GPAzAHDCF211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262325,Barbados,8,23678862,23902495,2021-08-31,20,100,20,900,47000,1624011,GPAAHBS211217-O1               ,0,114.62,0,154.32,AUD            ,20-900,20-100-20-900-47000,91698731,USD            ,GPAAHBS211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262326,Barbados,9,23678862,23902495,2021-08-31,20,100,20,900,47000,1624011,GPAAHBS211217-O1               ,114.62,0,154.32,0,AUD            ,20-900,20-100-20-900-47000,91698732,USD            ,GPAAHBS211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262327,Barbados,10,23678862,23902495,2021-08-31,20,100,20,900,47000,1624011,GPAAHEH211203-O1               ,114.62,0,154.32,0,AUD            ,20-900,20-100-20-900-47000,91698733,USD            ,GPAAHEH211203-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262328,Barbados,11,23678862,23902495,2021-08-31,20,100,20,900,47000,1624011,GPAzAHDCF211217-O1             ,0,30.76,0,41.41,AUD            ,20-900,20-100-20-900-47000,91698734,USD            ,GPAzAHDCF211217-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262329,Barbados,12,23678862,23902495,2021-08-31,20,100,20,900,47000,1624011,GPAAHEH211203-O1               ,0,114.62,0,154.32,AUD            ,20-900,20-100-20-900-47000,91698735,USD            ,GPAAHEH211203-O1,0,23678862,Y,,,Y,,,,Y,,,,Legacy_23902495,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1624011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1624011,,,,,,,,,,,,,,,1
262358,Barbados,1,23678868,23902501,2021-08-31,20,400,20,900,47000,1633583,GPXXLAESX211112-O1             ,0,2820.11,0,2384.77,EUR            ,20-900,20-400-20-900-47000,91698764,USD            ,GPXXLAESX211112-O1,0,23678868,Y,,,Y,,,,Y,,,,Legacy_23902501,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1633583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1633583,,,,,,,,,,,,,,,1
262359,Barbados,2,23678868,23902501,2021-08-31,20,400,20,900,47000,1633583,GPXzXVUHSX211111-O1            ,0,67.28,0,56.89,EUR            ,20-900,20-400-20-900-47000,91698765,USD            ,GPXzXVUHSX211111-O1,0,23678868,Y,,,Y,,,,Y,,,,Legacy_23902501,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1633583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1633583,,,,,,,,,,,,,,,1
262364,Barbados,7,23678868,23902501,2021-08-31,20,400,20,900,44001,1633583,GPXXLAESX211112-O1             ,2820.11,0,2384.77,0,EUR            ,20-900,20-400-20-900-44001,91698770,USD            ,GPXXLAESX211112-O1,0,23678868,Y,,,Y,,,,Y,,,,Legacy_23902501,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1633583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1633583,,,,,,,,,,,,,,,1
262365,Barbados,8,23678868,23902501,2021-08-31,20,400,20,900,44001,1633583,GPXzXVUHSX211111-O1            ,67.28,0,56.89,0,EUR            ,20-900,20-400-20-900-44001,91698771,USD            ,GPXzXVUHSX211111-O1,0,23678868,Y,,,Y,,,,Y,,,,Legacy_23902501,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1633583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44001,Ship Revenue Promotions/Discounts,RC_Ship_Discounts,900,Basecamp,OT_Basecamp,,,,,,,,,1633583,,,,,,,,,,,,,,,1
262366,Barbados,1,23678869,23902502,2021-08-31,20,425,20,300,40001,1633954,GPAAJDJ211010-O1               ,1138.67,0,824.39,0,GBP            ,20-300,20-425-20-300-40001,91698772,USD            ,GPAAJDJ211010-O1,0,23678869,Y,,,Y,,,,Y,,,,Legacy_23902502,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1633954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40001,Land Discounts/Promotions,RC_Land_Discounts,,,,,,,,,,,,1633954,,,,,,,,,,,,,,,1
262367,Barbados,2,23678869,23902502,2021-08-31,20,425,20,900,47000,1633954,GPAAJDJ211010-O1               ,0,1138.67,0,824.39,GBP            ,20-900,20-425-20-900-47000,91698773,USD            ,GPAAJDJ211010-O1,0,23678869,Y,,,Y,,,,Y,,,,Legacy_23902502,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1633954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1633954,,,,,,,,,,,,,,,1
262374,Barbados,1,23678871,23902504,2021-08-31,20,425,20,700,40000,1636979,GAPPHPT210911-O1               ,0,1277.22,0,924.7,GBP            ,20-700,20-425-20-700-40000,91698780,USD            ,GAPPHPT210911-O1,0,23678871,Y,,,Y,,,,Y,,,,Legacy_23902504,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1636979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,Land Revenue,RC_Land_Revenue,,,,,,,,,,,,1636979,,,,,,,,,,,,,,,1
262375,Barbados,2,23678871,23902504,2021-08-31,20,425,20,900,47000,1636979,GAPPHPT210911-O1               ,1277.22,0,924.7,0,GBP            ,20-900,20-425-20-900-47000,91698781,USD            ,GAPPHPT210911-O1,0,23678871,Y,,,Y,,,,Y,,,,Legacy_23902504,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1636979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1636979,,,,,,,,,,,,,,,1
262398,Barbados,1,23678876,23902509,2021-08-31,20,300,20,900,47000,1637667,GAPPVI5A211005-O1              ,0,245.8,0,245.8,USD            ,20-900,20-300-20-900-47000,91698804,USD            ,GAPPVI5A211005-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262399,Barbados,2,23678876,23902509,2021-08-31,20,300,20,900,47000,1637667,GAPzSPLIF211002-O1             ,0,72.15,0,72.15,USD            ,20-900,20-300-20-900-47000,91698805,USD            ,GAPzSPLIF211002-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
262400,Barbados,3,23678876,23902509,2021-08-31,20,300,20,900,47000,1637667,GAPPVI3A211003-O1              ,0,173.65,0,173.65,USD            ,20-900,20-300-20-900-47000,91698806,USD            ,GAPPVI3A211003-O1,0,23678876,Y,,,Y,,,,Y,,,,Legacy_23902509,20,USD            ,Actuals,,2021-08-31,Conversion,,,,,1637667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,Change/Cancellation Fees,RC_Cancellation_Revenue,900,Basecamp,OT_Basecamp,,,,,,,,,1637667,,,,,,,,,,,,,,,1
